Hill Country Chicken,0
La Superior,0
A Voce Madison,0
Meadowsweet,1
Upland,0
Hill Country,0
Bread & Tulips,0
Dover,0
Maysville,0
Saravanaas,0
Hanjan,0
Peter Luger,1
Kao Soy,0
I Trulli,0
Tía Pol,0
Pippali,0
Nightingale 9,0
Bhatti,0
Haldi,0
Co.,0
Kokum,0
Tamba,0
Txikito,0
El Quinto Pino,0
Salt + Charcoal,0
NoMad,1
Copper Chimney,0
Anjappar,0
Turkish Kitchen,0
O Ya,0
Momokawa,0
The Red Cat,0
Les Halles,0
Trestle on Tenth,0
Baci & Abbracci,0
Samurai Mama,0
Marta,0
The Breslin,1
The John Dory Oyster Bar,0
Zenkichi,0
Chop-Shop,0
Resto,0
Lupulo,0
The Runner,0
Colonia Verde,0
Frankies 457 Spuntino,0
The General Greene,0
Tabaré,0
Prime Meats,0
Ramen Yebisu,0
Delaware and Hudson,1
Traif,0
Fort Defiance,0
Egg,0
Roman's,0
Prospect,0
Xixa,0
Juni,1
No. 7,0
Buttermilk Channel,0
Rye,0
The Good Fork,0
Semilla,1
M Shanghai,0
HanGawi,0
Kirakuya,0
Bozu,0
Kang Suh,0
SoCo,0
Mandoo Bar,0
Miss Korea,0
Roebling Tea Room,0
Don's Bogam,0
Miranda,0
New Wonjo,0
Zizi Limona,0
Kunjip,0
Reynard,0
2nd Avenue Deli,0
El Almacen,0
St. Anselm,0
Wolfgang's,0
Hometown Bar-B-Que,0
Runner & Stone,0
Shalom Japan,0
Allswell,0
River Styx,0
Lugo,0
El Parador,0
Stella 34,0
Paulie Gee's,0
Cho Dang Gol,0
Madangsui,0
Wild Edibles,0
Aita,0
Pickle Shack,0
Keens,0
Kristalbelli,0
Palo Santo,0
Bricolage,0
Ai Fiori,1
Frankie & Johnnie's,0
Café China,1
Morgan's BBQ,0
Umi NOM,0
Anella,0
Franny's,0
Al di Là,0
The Finch,1
Karczma,0
Larb Ubol,0
Tempura Matsui,1
Lan Sheng,0
Szechuan Gourmet,0
Mapo Tofu,0
James,0
Casa Nonna,0
Tavola,0
Phoenix Garden,0
Brooklyn Star,0
Locanda Vini e Olii,0
Stone Park Cafe,0
El Born,0
Krolewskie Jadlo,0
Elberta,0
Speedy Romeo,0
Luksus at Tørst,1
Forcella,0
Okonomi,0
Mercato,0
Snack EOS,0
Le Fond,0
Pera,0
Juventino,0
Gabriel Kreuther,1
The Saint Austere,0
Greenpoint Fish & Lobster Co.,0
Al Seabu,0
Osteria Laguna,0
Sushi Yasuda,1
Aureole,1
Cooklyn,0
Black Swan,0
Sakagura,0
Soba Totto,0
Sushi Zen,0
Osteria al Doge,0
The Lambs Club,0
db Bistro Moderne,0
Hakkasan,0
Aburiya Kinnosuke,0
Lucky Luna,0
Sushi Katsuei,0
Do or Dine,0
Bobby Van's,0
Mesa Coyoacán,0
Esca,0
Vitae,0
Patroon,0
Alcala,0
Tulsi,1
Selamat Pagi,0
Utsav,0
Kurumazushi,0
Tsushima,0
44 & X Hell's Kitchen,0
Barbetta,0
Scarlatto,0
Becco,0
Hatsuhana,0
Hell's Kitchen,0
Del Frisco's,0
Oceana,0
Pampano,0
Casa Enríque,1
Smith & Wollensky,0
The Sea Grill,0
La Masseria,0
Bukhara Grill,0
Sake Bar Hagi,0
Sip Sak,0
Añejo,0
Limani,0
Kung Fu Little Steamed Buns Ramen,0
Talde,0
Applewood,0
Brasserie Ruhlmann,0
Crave Fishbar,0
SushiAnn,0
Amma,0
Don Antonio by Starita,0
Toloache,0
Aldo Sohm Wine Bar,0
Le Relais de Venise (L'Entrecôte),0
Café Steinhof,0
Chez Napoléon,0
Fonda,0
Le Bernardin,1
Print,0
Jora,0
Hide-Chan Ramen,0
Bar Corvo,0
Alobar,0
La Grenouille,0
The Four Seasons,0
21 Club,0
Mu Ramen,0
Braai,0
Russian Samovar,0
Thistle Hill Tavern,0
Gallagher's,0
Chevalier,0
Java,0
Jukai,0
Casa Lever,0
Danji,0
The Modern,1
al Bustan,0
Remi,0
Nerai,0
Il Gattopardo,0
Mozzarella & Vino,0
Casellula,0
Caviar Russe,1
Mayfield,0
Clement,0
Jubilee,0
Benoit,0
Ardesia,0
Osteria del Circo,0
Tang Pavilion,0
pizzArte,0
Taboon,0
Aquavit,1
Radiance Tea House,0
P.J. Clarke's,0
Estiatorio Milos,0
Chavela's,0
Naya,0
Armani Ristorante,0
Molyvos,0
Yakitori Totto,0
Má Pêche,0
BLT Steak,0
Obikà,0
Fitzcarraldo,0
Gladys,0
Benares,0
Roberta's,0
John Brown Smokehouse,0
Arrogant Swine,0
Mr Chow,0
Betony,1
Eugene & Co.,0
Norma's,0
Brasserie 8 1/2,0
Blanca,1
BG,0
Land of Plenty,0
Krupa Grocery,0
Petrossian,0
Le Cirque,0
Loi Estiatorio,0
Felidia,0
Bistro Vendôme,0
Bottega del Vino,0
Marea,1
Anassa Taverna,0
Per Se,1
Masa,1
Bar Masa,0
Porter House,0
The Regency Bar & Grill,0
Tiella,0
Nougatine,0
Jean-Georges,1
El Porrón,0
The Nuaa,0
Fishtail by David Burke,0
Fig & Olive,0
Falansai,0
Dear Bushwick,0
Park Avenue,0
Sushi Seki,0
Marché du Sud,0
M. Wells Steakhouse,1
Moti Mahal Delux,0
JoJo,0
Fatty Fish,0
Daniel,1
Maria's Bistro Mexicano,0
East Pole,0
Tori Shin,1
Bar Boulud,0
Maya,0
Boulud Sud,0
Saraghina,0
El Mio Cid,0
Mominette,0
Lincoln,0
Faro,0
Northeast Kingdom,0
bún-ker,0
L'Antagoniste,0
Telepan,1
Andanada,1
Bin 71,0
Il Ristorante Rosi,0
Café Mingala,0
The Ribbon,0
Sushi Sasabune,0
Persepolis,0
Andaz,0
Tanoshi,0
FP Patisserie,0
Maison Kayser,0
Caravaggio,0
J.G. Melon,0
Mezzaluna,0
Sushi Yasaka,0
Boathouse Central Park,0
Orsay,0
Café Boulud,1
Natural Tofu & Noodles,0
Atlantic Grill,0
Jones Wood Foundry,0
Caffè Storico,0
Salt & Fat,0
Uva,0
De Mole,0
Lusardi's,0
Sushi of Gari,1
Shanghai Pavilion,0
Tessa,0
Café Frida,0
Il Riccio,0
Dovetail,1
Yefsi,0
Mundo,0
Quatorze Bis,0
Malagueta,0
Venturo Osteria & Wine Bar,0
Eli's Table,0
Cascabel Taqueria,0
Lucky Eight,0
Beyoglu,0
Fishtag,0
Arharn Thai,0
Spigolo,0
Flex Mussels,0
The Simone,0
Momoya,0
Vai,0
Wa Jeal,0
Pacificana,0
Donguri,0
Tito Rad's Grill,0
S Prime,0
Andre's Café,0
Good Enough to Eat,0
Ristorante Morini,0
Spiga,0
Cafe Sabarsky,0
Gastroteca,0
Maz Mezcal,0
Mar's,0
Payag,0
Petit Oven,0
Barney Greengrass,0
Bahari estiatorio,0
Mimi's Hummus,0
Purple Yam,0
Lea,0
The Farm on Adderley,0
B. Café West,0
Il Salumaio,0
East Harbor Seafood Palace,0
Parlor Steakhouse,0
San Matteo,0
Bamboo Garden,0
Bodrum,0
Kaia,0
Park Asia,0
Houdini Kitchen Laboratory,0
Brick Cafe,0
Pachanga Patterson,0
Vesta Trattoria,0
Nick's,0
Gennaro,0
Elizabeth's Neighborhood Table,0
Engeline's,0
Tanoreen,0
ABV,0
Tre Otto,0
Beso,0
Awadh,0
Basil Brick Oven Pizza,0
Casa del Chef Bistro,0
The Pearl Room,0
Piccola Venezia,0
Enoteca Maria,0
Sura,0
Noche Mexicana II,0
Warique,0
Sabry's,0
Eliá,0
Zabb Elee,0
Gastronomia Culinaria,0
San Rasa,0
Himalayan Yak,0
Kopiaste Taverna,0
Gregory's 26 Corner Taverna,0
Ornella,0
Christos,0
Miss Mamie's Spoonbread Too,0
Ricardo Steakhouse,0
Ayada,0
Samudra,0
Agnanti,0
Zum Stammtisch,0
MP Taverna,0
HinoMaru Ramen,0
Taverna Kyclades,0
Trattoria L'incontro,0
Zoma,0
Kitchen 79,0
Melba's,0
Community Food & Juice,0
Paet Rio,0
Dosa Garden,0
Nocciola,0
El Paso,0
Streetbird Rotisserie,0
Nusara,0
The Cecil,0
Sweet Yummy House,0
Vida,0
Minton's,0
Uncle Zhou,0
Taiwanese Gourmet,0
Lakruwana,0
Vinatería,0
Cédric,0
Settepani,0
Barawine,0
Uvarara,0
Urubamba,0
BLVD Bistro,0
Flat Top,0
Maizal,0
Red Rooster,0
Corner Social,0
Babbalucci,0
Bayou,0
Bettolona,0
Yuzu,0
Maison Harlem,0
Jin Ramen,0
Taci's Beyti,0
Bin 5,0
Cheburechnaya,0
Dinosaur Bar-B-Que,0
J. Restaurant Chez Asta,0
Ceetay,0
Il Poeta,0
Wafa,0
Mtskheta Café,0
Mill Basin Kosher Delicatessen,0
Parkside,0
Katsuno,0
Danny Brown Wine Bar & Kitchen,0
Mexicosina,0
Nick's Pizza,0
Bocelli,0
Nargis Cafe,0
Dojo Izakaya,0
Trattoria Romana da Vittorio,0
Crazy Crab 888,0
Asian Jewels,0
Marcha Cocina,0
Nan Xiang Xiao Long Bao,0
Iki Japanese,0
Little Pepper,0
Main Street Imperial Taiwanese Gourmet,0
Carol's Cafe,0
Happy Family Hotpot,0
Dumpling Galaxy,0
Biáng!,0
Lu Xiang Yuan,0
Hunan Kitchen of Grand Sichuan,0
Imperial Palace,0
Mario's,0
Joe's Shanghai,0
Hunan House,0
O Lavrador,0
Fushimi,0
Hahm Ji Bach,0
Spicy Lanka,0
Kang Ho Dong Baekjeong,0
New Leaf Café,0
El Nuevo Bohío,0
Joe's Place,0
Sik Gaek,0
Tong Sam Gyup Goo Yi,0
Estrellita Poblana III,0
Roberto's,0
Enzo's of Arthur Ave,0
Brisas del Caribe,0
zero otto nove,0
Tra Di Noi,0
Neerob,0
Taqueria Tlaxcalli,0
900 Park,0
Mythos,0
Tang,0
Patricia's,0
Viceroy of India,0
Cochon Volant,0
Rosebud Prime,0
Atwood,0
Prime & Provisions,0
The Kitchen,0
Chicago Cut,0
Remington's,0
Untitled Supper Club,0
The Gage,0
RPM Steak,0
Acanto,0
Siena Tavern,0
Bavette's Bar & Boeuf,0
Tortoise Club,0
Gilt Bar,0
Travelle,0
C Chicago,0
Celeste,0
Slurping Turtle,0
Paris Club,0
Ramen-san,0
Sixteen,1
Hubbard Inn,0
Bub City,0
Everest,1
Bottlefork,0
Topolobampo,1
Coco Pazzo,0
Frontera Grill,0
Embeya,0
Sepia,1
Roka Akor,0
Vermilion,0
Sunda,0
NAHA,1
RPM,0
Saigon Sisters,0
Gene & Georgetti,0
Terzo Piano,0
Bohemian House,0
Avec,0
Beatrix,0
Benny's Chop House,0
Blackbird,1
Mastro's,0
Salero,0
Sable Kitchen & Bar,0
GT Fish & Oyster,0
Brindille,0
Lou Mitchell's,0
Grace,1
Baffo,0
The Purple Pig,0
Michael Jordan's,0
Joe's,0
Labriola,0
David Burke's Primehouse,0
Union Sushi + Barbeque Bar,0
Paramount Room,0
Mercat a la Planxa,0
Au Cheval,0
The Franklin Room,0
Side Door,0
Girl & The Goat,0
Dolce,0
¡Hello Tacos! De Cero,0
Rural Society,0
Oak + Char,0
Sumi Robata Bar,0
Sushi Dokku,0
Greek Islands,0
High Five Ramen,0
Little Goat Diner,0
Prosecco,0
Tre Soldi,0
The Boarding House,0
Momotaro,0
Nellcôte,0
Maude's Liquor Bar,0
graham elliot Bistro,0
Grange Hall Burger Bar,0
Jaipur,0
The Publican,0
Les Nomades,0
Chicago Curry House,0
Indian Garden,0
Tru,1
Brasserie by LM,0
Farmhouse,0
Giordano's,0
The Dawson,0
The Lobby,0
Piccolo Sogno,0
Fulton Market Kitchen,0
Gino's East,0
RL,0
NoMI Kitchen,0
La Sirena Clandestina,0
NEXT,0
Eleven City Diner,0
Bistronomic,0
La Sardine,0
mk,0
Pizano's,0
Vera,0
Café des Architectes,0
deca,0
Tête Charcuterie,0
Pelago,0
Vora,0
Spiaggia,1
Cafe Spiaggia,0
Nico Osteria,0
Hugo's Frog Bar & Fish House,0
Merlo on Maple,0
TWO,0
Tuscany on Taylor,0
Bistrot Zinc,0
Kurah,0
Table Fifty-Two,0
Chicago q,0
Riva,0
Coalfire Pizza,0
Chez Joël,0
bellyQ,0
Pump Room,0
Charlatan,0
Acadia,1
Old Jerusalem,0
Three Aces,0
County,0
Stax Café,0
DeCOLORES,0
Bascule Wine Bar,0
Flo,0
Green Zebra,0
The Rosebud,0
Mexique,0
Cai,0
Frontier,0
Ruxbin,0
Phoenix,0
Twin Anchors,0
Lao Sze Chuan,0
MingHin,0
Ahjoomah's Apron,0
Honky Tonk BBQ,0
Balena,0
Dusek's (Board & Beer),1
Yuzu,0
Perennial Virant,0
Alinea,1
Boka,1
Arami,0
The Blanchard,0
Connie's Pizza,0
tocco,0
Bangers & Lace,0
Carriage House,0
Nuevo Léon,0
Black Bull,0
Pl-zeň,0
Mott St.,0
Mana Food Bar,0
Kokopelli,0
Smoke Daddy,0
Summer House Santa Monica,0
Briciola,0
Ada St.,0
Schwa,1
Taus Authentic,0
Gemini Bistro,0
Antique Taco,0
Riccardo Trattoria,0
Oiistar,0
Cumin,0
Takito Kitchen,0
Greentea,0
Mirai,0
Aquitaine,0
Mon Ami Gabi,0
Nando Milano Trattoria,0
Las Palmas,0
Lillie's Q,0
Rickshaw Republic,0
Big Star,0
Taxim,0
Dove's Luncheonette,0
White Oak Tavern & Inn,0
Enso,0
The Duck Inn,0
Bourgeois Pig Cafe,0
Trenchermen,0
Fiesta Mexicana,0
Mindy's Hot Chocolate,0
EL Ideas,1
Pequod's Pizza,0
de Quay,0
Kai Zan,0
Han 202,0
Birchwood Kitchen,0
En Hakkore,0
Frances' Deli,0
North Pond,1
Del Seoul,0
Le Bouchon,0
Homestyle Taste,0
Izakaya Mita,0
Pizzeria da Nella,0
La Plena,0
Coast Sushi Bar,0
Juno,0
Nana,0
mfk.,0
Red Door,0
The Bristol,0
Belly Shack,0
Bar Pastoral,0
Chilam Balam,0
DMK Burger Bar,0
Fish Bar,0
ATK,0
La Casa De Samuel,0
"Table, Donkey and Stick",0
Kanela,0
Osteria Langhe,0
Wood,0
Bakin' & Eggs,0
Milt's Barbecue for the Perplexed,0
P.S. Bangkok,0
Parson's Chicken & Fish,0
Home Bistro,0
Chicago Diner,0
Masada,0
Owen & Engine,0
Fat Willy's,0
The Radler,0
La Encantada,0
Frasca,0
Southport Grocery,0
L' Patron,0
Jam,0
Lula Cafe,0
Fat Rice,0
Cochon Volant,0
Rosebud Prime,0
Atwood,0
Prime & Provisions,0
The Kitchen,0
Chicago Cut,0
Remington's,0
Untitled Supper Club,0
The Gage,0
RPM Steak,0
Acanto,0
Siena Tavern,0
Bavette's Bar & Boeuf,0
Tortoise Club,0
Gilt Bar,0
Travelle,0
C Chicago,0
Celeste,0
Slurping Turtle,0
Paris Club,0
Ramen-san,0
Sixteen,1
Hubbard Inn,0
Bub City,0
Everest,1
Bottlefork,0
Topolobampo,1
Coco Pazzo,0
Frontera Grill,0
Embeya,0
Sepia,1
Roka Akor,0
Vermilion,0
Sunda,0
NAHA,1
RPM,0
Saigon Sisters,0
Gene & Georgetti,0
Terzo Piano,0
Bohemian House,0
Avec,0
Beatrix,0
Benny's Chop House,0
Blackbird,1
Mastro's,0
Salero,0
Sable Kitchen & Bar,0
GT Fish & Oyster,0
Brindille,0
Lou Mitchell's,0
Grace,1
Baffo,0
The Purple Pig,0
Michael Jordan's,0
Joe's,0
Labriola,0
David Burke's Primehouse,0
Union Sushi + Barbeque Bar,0
Paramount Room,0
Mercat a la Planxa,0
Au Cheval,0
The Franklin Room,0
Side Door,0
Girl & The Goat,0
Dolce,0
¡Hello Tacos! De Cero,0
Rural Society,0
Oak + Char,0
Sumi Robata Bar,0
Sushi Dokku,0
Greek Islands,0
High Five Ramen,0
Little Goat Diner,0
Prosecco,0
Tre Soldi,0
The Boarding House,0
Momotaro,0
Nellcôte,0
Maude's Liquor Bar,0
graham elliot Bistro,0
Grange Hall Burger Bar,0
Jaipur,0
The Publican,0
Les Nomades,0
Chicago Curry House,0
Indian Garden,0
Tru,1
Brasserie by LM,0
Farmhouse,0
Giordano's,0
The Dawson,0
The Lobby,0
Piccolo Sogno,0
Fulton Market Kitchen,0
Gino's East,0
RL,0
NoMI Kitchen,0
La Sirena Clandestina,0
NEXT,0
Eleven City Diner,0
Bistronomic,0
La Sardine,0
mk,0
Pizano's,0
Vera,0
Café des Architectes,0
deca,0
Tête Charcuterie,0
Pelago,0
Vora,0
Spiaggia,1
Cafe Spiaggia,0
Nico Osteria,0
Hugo's Frog Bar & Fish House,0
Merlo on Maple,0
TWO,0
Tuscany on Taylor,0
Bistrot Zinc,0
Kurah,0
Table Fifty-Two,0
Chicago q,0
Riva,0
Coalfire Pizza,0
Chez Joël,0
bellyQ,0
Pump Room,0
Charlatan,0
Acadia,1
Old Jerusalem,0
Three Aces,0
County,0
Stax Café,0
DeCOLORES,0
Bascule Wine Bar,0
Flo,0
Green Zebra,0
The Rosebud,0
Mexique,0
Cai,0
Frontier,0
Ruxbin,0
Phoenix,0
Twin Anchors,0
Lao Sze Chuan,0
MingHin,0
Ahjoomah's Apron,0
Honky Tonk BBQ,0
Balena,0
Dusek's (Board & Beer),1
Yuzu,0
Perennial Virant,0
Alinea,1
Boka,1
Arami,0
The Blanchard,0
Connie's Pizza,0
tocco,0
Bangers & Lace,0
Carriage House,0
Nuevo Léon,0
Black Bull,0
Pl-zeň,0
Mott St.,0
Mana Food Bar,0
Kokopelli,0
Smoke Daddy,0
Summer House Santa Monica,0
Briciola,0
Ada St.,0
Schwa,1
Taus Authentic,0
Gemini Bistro,0
Antique Taco,0
Riccardo Trattoria,0
Oiistar,0
Cumin,0
Takito Kitchen,0
Greentea,0
Mirai,0
Aquitaine,0
Mon Ami Gabi,0
Nando Milano Trattoria,0
Las Palmas,0
Lillie's Q,0
Rickshaw Republic,0
Big Star,0
Taxim,0
Dove's Luncheonette,0
White Oak Tavern & Inn,0
Enso,0
The Duck Inn,0
Bourgeois Pig Cafe,0
Trenchermen,0
Fiesta Mexicana,0
Mindy's Hot Chocolate,0
EL Ideas,1
Pequod's Pizza,0
de Quay,0
Kai Zan,0
Han 202,0
Birchwood Kitchen,0
En Hakkore,0
Frances' Deli,0
North Pond,1
Del Seoul,0
Le Bouchon,0
Homestyle Taste,0
Izakaya Mita,0
Pizzeria da Nella,0
La Plena,0
Coast Sushi Bar,0
Juno,0
Nana,0
mfk.,0
Red Door,0
The Bristol,0
Belly Shack,0
Bar Pastoral,0
Chilam Balam,0
DMK Burger Bar,0
Fish Bar,0
ATK,0
La Casa De Samuel,0
"Table, Donkey and Stick",0
Kanela,0
Osteria Langhe,0
Wood,0
Bakin' & Eggs,0
Milt's Barbecue for the Perplexed,0
P.S. Bangkok,0
Parson's Chicken & Fish,0
Home Bistro,0
Chicago Diner,0
Masada,0
Owen & Engine,0
Fat Willy's,0
The Radler,0
La Encantada,0
Frasca,0
Southport Grocery,0
L' Patron,0
Jam,0
Lula Cafe,0
Fat Rice,0
TAC Quick,0
Longman & Eagle,1
Yusho,0
Kuma's Corner,0
The Piggery,0
Friendship,0
Via Lima,0
Parachute,1
Sticky Rice,0
Mixteco Grill,0
Cho Sun Ok,0
Staropolska,0
Magnolia Cafe,0
Spacca Napoli,0
42 Grams,1
Royal Thai,0
Demera,0
Miku Sushi,0
A10,0
Bistro Campagne,0
Due Lire,0
gather,0
The Promontory,0
Luella's Southern Kitchen,0
Pho 777,0
Ceres' Table,0
Pho Xe Tang - Tank Noodle,0
Arun's,0
ampersand wine bar,0
La Petite Folie,0
Isla,0
Elizabeth,1
Hopleaf,0
Paprika,0
Taketei,0
Bread & Wine,0
Jin Ju,0
Smoque BBQ,0
Goosefoot,1
Ixcateco Grill,0
Pearl's Southern Comfort,0
Ombra,0
Anteprima,0
Big Jones,0
Herb,0
Vincent,0
Shokran Moroccan Grill,0
Sol de Mexico,0
Jin Thai,0
Noon-O-Kabab,0
Taste of Thai Town,0
Ras Dashen,0
Chicago Kalbi,0
Community Tavern,0
The Angry Crab,0
Ssyal Ginseng House,0
Taste of Peru,0
Gogi,0
Arya Bhavan,0
Sabri Nihari,0
Viceroy of India,0
Mela Tandoori Kitchen,0
Pläj,0
Jardinière,0
Brenda's,0
Boxing Room,0
Absinthe,0
Monsieur Benjamin,0
Alta CA,0
Rusty's Southern,0
Rich Table,0
Domo,0
Huxley,0
Tadu,0
Zuni Café,0
Tycoon,0
AQ,0
Una Pizza Napoletana,0
Modern Thai,0
1601 Bar & Kitchen,0
Pampalasa,0
Kiss,0
Liholiho Yacht Club,0
Octavia,1
Aveline,0
Kin Khao,1
54 Mint,0
Manora's Thai Cuisine,0
Bar Agricole,0
The Progress,0
State Bird Provisions,1
398 Brasserie,0
The Cavalier,0
Tin Vietnamese,0
Dosa,0
M. Y. China,0
Acquerello,1
Shizen,0
Thep Phanom,0
Farallon,0
Bourbon Steak,0
Luce,1
Izakaya Rintaro,0
aliment,0
SPQR,1
1760,0
Florio,0
Sons & Daughters,1
Keiko à Nob Hill,1
All Spice,1
Campton Place,1
Zero Zero,0
Nopa,0
4505 Burgers & BBQ,0
Belcampo,0
Bar Crudo,0
Maruya,0
Hakkasan,0
Pancho Villa Taqueria,0
Seven Hills,0
Chino,0
Parallel 37,0
Gajalee,0
Yuzuki,0
Aatxe,0
Lord Stanley,1
Bar Tartine,0
Locanda,0
Akiko's,0
Nopalito,0
Gaspar,0
Omakase,1
L'Ardoise,0
Saison,1
Pesce,0
Mourad,1
